1101	3	1
1102	2	1
1103	2	1
1104	2	1
1105	3	1
1106	1	1
1107	2	1
1108	2	1
1109	3	1
1110	3	1
1111	2	1
1112	3	1
1113	3	1
1114	2	1
1115	1	2
1116	1	2
1117	1	2
1118	3	1
1119	2	1
1120	2	1
1121	3	1
1122	2	1
1123	3	1
1124	2	1
1125	3	1
1201	3	1
1202	4	1
1203	2	1
1204	4	1
1205	3	1
1206	4	1
1207	3	1
1208	4	1
1210	3	1
1211	4	1
1212	3	1
1213	4	1
1214	3	1
1215	1	2
1216	2	2
1218	2	1
1219	4	1
1220	2	1
1221	4	1
1222	3	1
1223	2	2
1225	4	1
1226	3	1
1227	4	1
1228	3	1
1301	4	1
1302	2	1
1303	4	1
1304	2	1
1305	4	1
1306	2	1
1307	4	1
1308	2	1
1309	4	1
1310	4	1
1311	2	1
1312	4	1
1313	3	1
1314	4	1
1315	2	2
1316	1	1
1318	4	1
1319	2	1
1320	4	1
1321	2	1
1322	4	1
1323	1	2
1324	2	2
1325	4	1
1326	2	1
1327	4	1
1328	3	1
2101	1	2
2102	1	2
2103	1	2
2104	1	2
2105	3	1
2106	3	1
2107	3	1
2108	3	1
2109	3	1
2110	3	1
2111	3	1
2112	3	1
2113	3	1
2114	3	1
2115	3	1
2201	2	2
2202	2	2
2203	1	2
2204	2	2
2205	1	2
2206	2	2
2208	2	2
2209	1	2
2210	2	2
2211	1	2
2212	2	2
2214	2	2
2301	2	1
2302	3	1
2303	2	1
2304	2	1
2305	2	1
2306	2	1
2307	2	1
2308	3	1
2309	2	1
2310	3	1
2311	2	1
2312	3	1
2313	1	2
2314	1	2
2315	2	1
2316	3	1
2317	2	1
2318	3	1
2319	2	1
2320	3	1
2321	2	1
2322	3	1
2323	2	1
2324	3	1
2325	2	1
2326	3	1
2327	2	1
3201	3	1
3202	3	1
3203	3	1
3204	3	1
3205	3	1
3206	3	1
3207	3	1
3208	3	1
3209	4	1
3210	4	1
3211	4	1
3212	4	1
3303	5	1
3304	5	1
3305	5	1
3310	3	1
3311	3	1
3312	3	1
3313	3	1
3314	3	1
3401	3	1
3402	3	1
3404	3	1
3406	3	1
3407	3	1
3408	3	1
3409	2	1
3410	3	1
3411	3	1
3412	3	1
3413	3	1
3414	3	1
4101	3	1
4102	2	2
4103	2	2
4104	3	1
4106	1	2
4107	1	2
4108	1	2
4109	1	2
4110	1	2
4201	3	1
4202	2	2
4203	2	2
4204	3	1
4205	1	2
4206	1	2
4207	1	2
4208	1	2
4209	1	2
4301	3	1
4302	2	2
4303	2	2
4304	3	1
4305	1	1
4306	1	2
4308	1	2
4309	1	2
4310	1	2
4401	3	1
4402	2	2
4403	2	2
4404	3	1
4405	1	2
4406	1	2
4407	1	2
4408	1	2
4409	1	2
4410	1	2
5101	4	1
5102	4	1
5103	4	1
5105	4	1
5106	4	1
5107	4	1
5108	4	1
5110	4	1
5111	4	1
5112	4	1
5113	4	1
5114	4	1
5115	4	1
5201	5	1
5202	5	1
5203	5	1
5204	5	1
5205	5	1
5206	5	1
5208	5	1
5209	5	1
5210	5	1
5211	5	1
5212	5	1
5213	5	1
5214	5	1
5215	5	1
5216	5	1
5217	5	1
5218	5	1
5219	5	1
5220	5	1
5221	5	1
5222	5	1
5224	5	1
5301	4	1
5302	4	1
5303	4	1
5304	4	1
5305	4	1
5306	4	1
5307	4	1
5309	4	1
5310	4	1
5311	4	1
5312	4	1
5313	4	1
5314	4	1
5315	4	1
5316	4	1
5317	4	1
5318	4	1
5319	4	1
5320	4	1
5322	4	1
5323	4	1
5324	4	1
5401	5	1
5402	5	1
5404	5	1
5405	5	1
5406	5	1
5407	5	1
5408	5	1
5410	5	1
5411	5	1
5412	5	1
5413	5	1
5414	5	1
5415	5	1
5416	5	1
5417	4	1
5419	4	1
5421	4	1
5423	4	1
5424	4	1
